leadId,market,name,phone,email,website,contactName,buyBox,confidence
buyer:austin-tx:tawi-tawi-properties-llc,austin-tx,TAWI-TAWI PROPERTIES LLC,,,,Josep Fiol,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:austin-tx:thurman-homes,austin-tx,Thurman Homes,,,,Michael Thurman,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:austin-tx:mission-home-builders-llc,austin-tx,Mission Home Builders LLC,,,,Schuyler Williamson,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:austin-tx:patriot-builders,austin-tx,Patriot Builders,,,,Robert M Worrall,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:austin-tx:real-international-construction-llc,austin-tx,"Real International Construction, LLC",,,,Enge Xing,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:austin-tx:paragon-home-builder,austin-tx,Paragon Home Builder,,,,Pete Conklin,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",93
buyer:austin-tx:habitat-haus-llc,austin-tx,Habitat Haus LLC,,,,Jorge Alzaga Bermudez,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",96
buyer:austin-tx:new-vision-construction,austin-tx,New Vision Construction,,,,TONY DIAZ,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",96
buyer:austin-tx:stone-acorn-builders,austin-tx,Stone Acorn Builders,,,,Benjamin Lavine,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",96
buyer:austin-tx:trophy-signature-homes,austin-tx,Trophy Signature Homes,,,,Susan Lightfoot,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",96
buyer:austin-tx:drew-homes,austin-tx,Drew Homes,,,,Matt Ates,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",91
buyer:austin-tx:austin-787-properties,austin-tx,Austin 787 Properties,,,,,"Public Austin Socrata permit signal only. Call builder to capture exact Austin-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",86
