leadId,market,name,phone,email,website,contactName,buyBox,confidence
buyer:san-antonio-tx:rj-b-construction-service,san-antonio-tx,RJ & B CONSTRUCTION SERVICE,,,,RJ & B CONSTRUCTION SERVICE,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:sitterle-homes,san-antonio-tx,SITTERLE HOMES,,,,SITTERLE HOMES,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:ies-residential-inc,san-antonio-tx,"IES RESIDENTIAL, Inc.",,,,"IES RESIDENTIAL, Inc.","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:bella-vista-homes-legend-homes,san-antonio-tx,Bella Vista Homes / Legend Homes,,,,Bella Vista Homes / Legend Homes,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:fulton-construction-services,san-antonio-tx,Fulton Construction Services,,,,Fulton Construction Services,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:stadium-pointe-construction,san-antonio-tx,STADIUM POINTE CONSTRUCTION,,,,STADIUM POINTE CONSTRUCTION,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:david-weekley-homes,san-antonio-tx,DAVID WEEKLEY HOMES,,,,DAVID WEEKLEY HOMES,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:drees-custom-homes,san-antonio-tx,Drees Custom Homes,,,,Drees Custom Homes,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:monticello-homes,san-antonio-tx,MONTICELLO HOMES,,,,MONTICELLO HOMES,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:rcu-builders-llc,san-antonio-tx,"RCU Builders, LLC",,,,"RCU Builders, LLC","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:jrs-custom-homes-inc,san-antonio-tx,JRS CUSTOM HOMES Inc,,,,JRS CUSTOM HOMES Inc,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:jsa-homes,san-antonio-tx,JSA HOMES,,,,JSA HOMES,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:wes-peoples-homes,san-antonio-tx,Wes Peoples Homes,,,,Wes Peoples Homes,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",100
buyer:san-antonio-tx:japhet-builders,san-antonio-tx,Japhet Builders,,,,Japhet Builders,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",98
buyer:san-antonio-tx:shawkey-moore-beazer-homes-texas-lp,san-antonio-tx,"SHAWKEY MOORE, Beazer Homes Texas, LP",,,,"SHAWKEY MOORE, Beazer Homes Texas, LP","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",98
buyer:san-antonio-tx:ashtonwoods-homes,san-antonio-tx,ASHTONWOODS HOMES,,,,ASHTONWOODS HOMES,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",93
buyer:san-antonio-tx:dah-builders-llc,san-antonio-tx,"DAH BUILDERS, LLC",,,,"DAH BUILDERS, LLC","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",93
buyer:san-antonio-tx:tilson-home-corporation,san-antonio-tx,Tilson Home Corporation,,,,Tilson Home Corporation,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",93
buyer:san-antonio-tx:erj-homes-llc,san-antonio-tx,"ERJ HOMES, LLC",,,,"ERJ HOMES, LLC","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",88
buyer:san-antonio-tx:royal-revive-realty-llc,san-antonio-tx,Royal Revive Realty LLC,,,,Royal Revive Realty LLC,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",88
buyer:san-antonio-tx:solis-building-development,san-antonio-tx,Solis Building & Development,,,,Solis Building & Development,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",88
buyer:san-antonio-tx:twoten-construction-llc,san-antonio-tx,"TWOTEN CONSTRUCTION, LLC",,,,"TWOTEN CONSTRUCTION, LLC","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",88
buyer:san-antonio-tx:multifamily-investment-builders-llc,san-antonio-tx,Multifamily Investment Builders LLC,,,,Multifamily Investment Builders LLC,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",83
buyer:san-antonio-tx:rendon-homes-llc,san-antonio-tx,RENDON HOMES LLC.,,,,RENDON HOMES LLC.,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",83
buyer:san-antonio-tx:brizo-construction,san-antonio-tx,Brizo Construction,,,,Brizo Construction,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",78
buyer:san-antonio-tx:easy-home-holding-company-llc,san-antonio-tx,EASY HOME HOLDING COMPANY LLC,,,,EASY HOME HOLDING COMPANY LLC,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",78
buyer:san-antonio-tx:mcnair-custom-homes,san-antonio-tx,MCNAIR CUSTOM HOMES,,,,MCNAIR CUSTOM HOMES,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",78
buyer:san-antonio-tx:shawkey-moore-beazer-homes,san-antonio-tx,"SHAWKEY MOORE, Beazer Homes",,,,"SHAWKEY MOORE, Beazer Homes","Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",78
buyer:san-antonio-tx:texas-ascending-homes-llc,san-antonio-tx,Texas Ascending Homes LLC,,,,Texas Ascending Homes LLC,"Public San Antonio permit signal only. Call builder to capture exact San Antonio-area land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",78
