leadId,market,name,phone,email,website,contactName,buyBox,confidence
buyer:raleigh-nc:robuck-homes-triangle-llc,raleigh-nc,ROBUCK HOMES TRIANGLE LLC,9198769200,JNORBECH@ROBUCKHOMES.COM,,ROBUCK HOMES TRIANGLE LLC,"Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",71
buyer:raleigh-nc:arcadia-construction-company,raleigh-nc,Arcadia Construction Company,(919) 302-8790,paul@arcadiaconstructionco.com,,Paul Tanner,[object Object],92
buyer:raleigh-nc:blue-heel-construction,raleigh-nc,Blue Heel Construction,(919) 337-3608,matt@blueheelconstruction.com,,Blue Heel Construction,"Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:cambridge-classic-homes-llc,raleigh-nc,CAMBRIDGE CLASSIC HOMES LLC,9197306277,woodk24@gmail.com,,CAMBRIDGE CLASSIC HOMES LLC,"Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:clear-construction-group-llc,raleigh-nc,CLEAR CONSTRUCTION GROUP LLC,(919) 434-9848,arya@richrealtygroup.com,,CLEAR CONSTRUCTION GROUP LLC,"Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:dougher-development-company-inc,raleigh-nc,"DOUGHER DEVELOPMENT COMPANY, INC.",9194276661,dougherdevelopment@gmail.com,,"DOUGHER DEVELOPMENT COMPANY, INC.","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:h-j-morris-construction-inc,raleigh-nc,"H.J. MORRIS CONSTRUCTION, INC.",9193450514,hmorris@hjmorris.com,,"H.J. MORRIS CONSTRUCTION, INC.","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:heavy-homes-llc,raleigh-nc,Heavy Homes LLC,,jermiahdavis1137@yahoo.com,,Heavy Homes LLC,"Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:hoss-builders-inc,raleigh-nc,"Hoss Builders, Inc",9196015500,hassan19@bellsouth.net,,"Hoss Builders, Inc","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:ken-harvey-homes-l-l-c,raleigh-nc,"KEN HARVEY HOMES, L.L.C.",9196220877,andy.beaird@kenharveyhomes.com,,"KEN HARVEY HOMES, L.L.C.","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:midtown-custom-homes-llc,raleigh-nc,MIDTOWN CUSTOM HOMES LLC,9194105542,travis@midtowncustomhomes.com,,MIDTOWN CUSTOM HOMES LLC,"Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:right-build-international-inc,raleigh-nc,"Right Build International, Inc.",9196518383,kdavis@rightbuildint.com,,"Right Build International, Inc.","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:smoot-custom-homes-llc,raleigh-nc,"Smoot Custom Homes, LLC",9197891864,daniel.smoot@madisonholding.com,,"Smoot Custom Homes, LLC","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
buyer:raleigh-nc:tuscany-construction-group-llc,raleigh-nc,"TUSCANY CONSTRUCTION GROUP, LLC",9195719196,TUSCANYGROUP@AOL.COM,,"TUSCANY CONSTRUCTION GROUP, LLC","Public Raleigh/Wake permit signal only. Call builder to capture exact Raleigh-Durham land buy box, max price, close speed, utility/access constraints, and kill criteria before treating as validated demand.",66
