builderName,island/market,website,contactUrl,phone,email,evidenceUrl,evidenceType,activitySignal,confidence,notes,sourceBatch,route
Towne Island Homes / Towne Development of Hawaii,Maui,https://towneislandhomes.com/,https://towneislandhomes.com/contact,(808) 243-3300; (808) 895-3157; (808) 895-3158,nhuang@townemaui.com; jaloy@townemaui.com; darylflem@hawaiilife.com,https://towneislandhomes.com/quick-move-ins,new-home community/quick move-ins,Anuhea at Kehalani community; quick move-ins/contact/sales office PDFs,High,"Residential developer/new homes, not custom builder.",hawaii_builders_prospects.csv,buyerValidation
Castle & Cooke Hawai‘i,Oahu: Mililani/Koa Ridge/Central Oahu,https://www.castlecookehawaii.com/,https://www.castlecookehawaii.com/Page/Contact,,hawaiiinfo@castlecooke.com,https://www.castlecookehawaii.com/,developer website,Official Castle & Cooke Hawaii site/contact live; Koa Ridge/new-home community evidence on site,High,LandFlip OS local search only found unrelated Florida Castle mention; not likely existing Hawaii row.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Barker Kappelle Construction,Oahu/Hawaii: custom residential general contractor,https://barkerkappelle.com/,https://barkerkappelle.com/,808-664-9212,contact@barkerkappelle.com,https://barkerkappelle.com/,builder website,Official site live; Hawaii-based GC with residential/custom-home portfolio signal,Medium,Business-facing email/phone on homepage.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
HK Construction,Oahu: Honolulu remodels/builds,https://hkchawaii.com/,https://hkchawaii.com/contact/,808-841-1800,info@hkchawaii.com,https://hkchawaii.com/contact/,builder website,Official contact page live; home remodelers/builders in Honolulu positioning,Medium,Filtered malformed scraped email suffix; use info@ only.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Maui Built Homes,Maui,https://www.mauibuilthomes.com/,https://www.mauibuilthomes.com/,808-989-5470,mauibuilthomes@gmail.com,https://www.mauibuilthomes.com/services,services/custom builder site,Maui Built Homes site with services/about pages,Medium,Public Gmail and phone on site.,hawaii_builders_prospects.csv,buyerValidation
Atlas Construction,Oahu: Honolulu custom homes/remodeling,https://atlasconstruction808.com/,https://atlasconstruction808.com/contact-us/,(808) 951-7500; (808) 951-9500,,https://atlasconstruction808.com/contact-us/,builder website,Official contact page live; title states new custom home construction in Honolulu,High,No business email found on public page.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Crescent Homes Maui,Maui,https://www.crescenthomesmaui.com/,https://www.crescenthomesmaui.com/,808-727-1162,,https://www.crescenthomesmaui.com/available-inventory,available inventory/new homes,Move-In Ready New Homes in Maui page; custom home builder/design-build pages surfaced,High,"Phone found on site; contact form/contact URL not exposed in crawl, homepage has conversion paths.",hawaii_builders_prospects.csv,buyerValidation
Mark Lee Building Company,Maui,https://markleebuildingcompany.com/,https://markleebuildingcompany.com/,(808) 280-1015,,https://markleebuildingcompany.com/ha%ca%bbiku-custom-home-builders-remodel-specialists/,localized custom-home service page,Haiku/Kaanapali/Kapalua custom home builder/remodel specialist pages,High,Phone on site; multiple active locality pages.,hawaii_builders_prospects.csv,buyerValidation
Ventura Construction Corporation,Maui,https://vccmaui.com/,https://vccmaui.com/contact-us/,808-876-0341,,https://vccmaui.com/custom-homes/,custom homes page,Maui Custom Home Builders and Custom Homes page,High,Public phone and contact page.,hawaii_builders_prospects.csv,buyerValidation
Millennium Construction,Maui/Lahaina,https://www.millenniumconstructionhawaii.com/,https://www.millenniumconstructionhawaii.com/contact,(808) 215-0141,,https://www.millenniumconstructionhawaii.com/home-builder,custom home-builder page,Custom Home Builder Lahaina/Maui page plus gallery/multifamily pages,High,Public phone and contact form page.,hawaii_builders_prospects.csv,buyerValidation
Classic Island Homes,Kauai,https://classicislandhomes.com/,https://classicislandhomes.com/contact/,(808) 652-0029,,https://classicislandhomes.com/general-contractor-kauai/,custom-home/locality page,Build a Custom Home Kauai; portfolio items Anini Vista/Haena Beachfront,High,Public phone and contact page.,hawaii_builders_prospects.csv,buyerValidation
Joel Koetje General Contracting,Kauai,https://koetjecontractingkauai.com/,https://koetjecontractingkauai.com/contact/,(808) 337-2800; (808) 639-0771,,https://koetjecontractingkauai.com/projects/,projects portfolio,Kauai custom home builder; Projects page,High,Public office/mobile phones.,hawaii_builders_prospects.csv,buyerValidation
D.R. Horton Hawaii,Oahu: Hoopili/Ewa/Kapolei area,https://www.drhorton.com/hawaii/oahu,https://www.drhorton.com/contact-us-page,,,https://www.drhorton.com/hawaii/oahu,national builder website,Official D.R. Horton Oahu homes-for-sale page live,High,LandFlip OS local search: no D.R. Horton mention found. Public site uses lead forms rather than email.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Homeworks Construction,Oahu: Honolulu/islandwide design-build homes,https://www.homeworkshawaii.com/,https://www.homeworkshawaii.com/contact/,(808) 955-2777; (808) 955-2778,,https://www.homeworkshawaii.com/,builder website,Official site live via Googlebot UA; contact phones present,Medium,Site returned HTTP 406 to normal UA but rendered with Googlebot UA; no email found.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Design Trends Construction,Oahu: Honolulu residential renovation/construction,https://www.designtrendsconstruction.com/,https://www.designtrendsconstruction.com/contact,(808) 455-5215,,https://www.designtrendsconstruction.com/,builder website,Official site live; contact link present on homepage; phone present,Medium,Contact URL returned 404 during check but homepage/contact nav exists; treat cautiously.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Low Budget Homes Ltd,Hawaii County / Keaau,,https://www.buildzoom.com/contractor/low-budget-homes-ltd-hi,(808) 737-9881,,https://www.buildzoom.com/contractor/low-budget-homes-ltd-hi,BuildZoom public profile/category,Custom Home Build; New Home Construction; other residential/multifamily/framing/modular; Hawaii GC license CT-19241,high,Keaau BuildZoom home-builder listing; public business phone present.,big_island_hawaii_county_home_builders.csv,buyerValidation
"Kavana Homes, Inc",Hawaii County / Hilo,,https://www.buildzoom.com/contractor/kavana-homes-inc,(808) 935-4243,,https://www.buildzoom.com/contractor/kavana-homes-inc,BuildZoom public profile/category,Custom Home Build; New Home Construction; Hawaii GC license CT-11686,high,Hilo BuildZoom Top Home Builders listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Island Style Homes LLC,Hawaii County / Hilo,,https://www.buildzoom.com/contractor/island-style-homes-llc,(808) 640-7974,,https://www.buildzoom.com/contractor/island-style-homes-llc,BuildZoom public profile/category,Custom Home Build; New Home Construction; Hawaii GC license CT-25260,high,Hilo BuildZoom Top Home Builders listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Ferreira Homes Hawaii LLC,Hawaii County / Hilo,,https://www.buildzoom.com/contractor/ferreira-homes-hawaii-llc,(808) 896-9692,,https://www.buildzoom.com/contractor/ferreira-homes-hawaii-llc,BuildZoom public profile/category,Custom Home Build; New Home Construction; Hawaii GC license CT-33523,high,Hilo BuildZoom Top Home Builders listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Carlson Homes Inc,Hawaii County / Hilo,,https://www.buildzoom.com/contractor/carlson-homes-inc-hilo,1(808) 933-3077,,https://www.buildzoom.com/contractor/carlson-homes-inc-hilo,BuildZoom public profile/category,Custom Home Build; New Home Construction; Hawaii GC license CT-27070,high,Hilo BuildZoom Top Home Builders listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Castle Custom Homes Inc,Hawaii County / Kailua-Kona,,https://www.buildzoom.com/contractor/castle-custom-homes-inc,(808) 261-4051,,https://www.buildzoom.com/contractor/castle-custom-homes-inc,BuildZoom public profile/category,Custom Home Build; New Home Construction; other residential/multifamily/framing/modular; Hawaii GC license CT-29980,high,Kailua-Kona BuildZoom home-builder listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Heritage Homes Contracting LLC,Hawaii County / Kailua-Kona,,https://www.buildzoom.com/contractor/heritage-homes-contracting-llc,(808) 331-2183,,https://www.buildzoom.com/contractor/heritage-homes-contracting-llc,BuildZoom public profile/category,Custom Home Build; New Home Construction; other residential/multifamily/framing/modular; Hawaii GC license CT-28248,high,Kailua-Kona BuildZoom home-builder listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Island Paradise Homes,Hawaii County / Kailua-Kona,,https://www.buildzoom.com/contractor/island-paradise-homes,(808) 640-4844,,https://www.buildzoom.com/contractor/island-paradise-homes,BuildZoom public profile/category,Custom Home Build; New Home Construction; other residential/multifamily/framing/modular; Hawaii GC license CT-25018,high,Kailua-Kona BuildZoom home-builder listing; phone only where present in JSON-LD.,big_island_hawaii_county_home_builders.csv,buyerValidation
Big Mountain Homes and Remodeling,Hawaii County / Waikoloa,,https://www.buildzoom.com/contractor/big-mountain-homes-and-remodeling,(808) 426-3418,,https://www.buildzoom.com/contractor/big-mountain-homes-and-remodeling,BuildZoom public profile/category,Custom Home Build; New Home Construction; other residential/multifamily/framing/modular; Hawaii GC license shown in profile JSON-LD,high,Waikoloa BuildZoom contractor profile fetched live; do not confuse with unrelated Wyoming bigmountainhomes.com.,big_island_hawaii_county_home_builders.csv,buyerValidation
Creative Builders Maui LLC,Maui,https://creativebuildersmaui.com/,https://creativebuildersmaui.com/#contact,(808) 281-9243,,https://creativebuildersmaui.com/#about,custom carpentry/building site,Custom Carpentry & Building in Hawaii; about/contact anchors,Medium,Single-page site.,hawaii_builders_prospects.csv,buyerValidation
H-1 Construction,Hawaii statewide/Outer Islands incl. Molokai query result,https://h1constructionhawaii.com/,https://h1constructionhawaii.com/about/,(808) 723-1588,,https://h1constructionhawaii.com/custom-home-builder-hawaii/,custom-home-builder page/recent modified,Award-Winning Custom Home Builders in Hawaii; about page dateModified 2026-04-18 in schema,Medium,Contact page returned 403; about/custom-home pages accessible. Validate outer-island service area.,hawaii_builders_prospects.csv,buyerValidation
Ward Village / Howard Hughes,Oahu: Honolulu/Kakaako residential master developer,https://www.wardvillage.com/,https://www.wardvillage.com/contact-us/,,,https://www.wardvillage.com/,developer website,Public site exists for active Honolulu residential towers/master plan; tool received 403 on fetch,Medium,Contact details not extracted because site blocked automated request; leave phone/email blank.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Stanford Carr Development,Oahu/Honolulu + Hawaii residential development,https://stanfordcarr.com/,https://stanfordcarr.com/contact/,,,https://stanfordcarr.com/,developer website,Official homepage live and identifies Honolulu-headquartered development firm; projects page live on non-www,Medium,www contact/projects paths showed spam/compromise content; use root homepage only and verify before outreach.,oahu_honolulu_home_builders_developers_2026.csv,buyerValidation
Kukuiula,Kauai,https://kukuiula.com/,https://kukuiula.com/contact/,,,https://kukuiula.com/,master-planned residential community,"Private club and residential community; 1,010 acres copy on homepage",Medium,"Contact page exists but fetch hit 403; include contact page only, no phone/email captured.",hawaii_builders_prospects.csv,buyerValidation
Dion Kawakami Building Services,Hawaii County / Mt View,,https://www.buildzoom.com/contractor/dion-kawakami-building-services,(808) 896-4135,,https://www.buildzoom.com/contractor/dion-kawakami-building-services,BuildZoom public profile/cache appendix,Public contractor profile/category row; verify active 2026 fit and buy box by office call before promotion.,medium,Secondary append-only lead from existing LandFlip BuildZoom cache; not a validated buyer; business-facing contactUrl only.,buildzoom_cache_appendix,buyerValidation
Kimo Kahele Construction,Hawaii County / Keaau,,https://www.buildzoom.com/contractor/kimo-kahele-construction,(808) 966-4855,,https://www.buildzoom.com/contractor/kimo-kahele-construction,BuildZoom public profile/cache appendix,Public contractor profile/category row; verify active 2026 fit and buy box by office call before promotion.,medium,Secondary append-only lead from existing LandFlip BuildZoom cache; not a validated buyer; business-facing contactUrl only.,buildzoom_cache_appendix,buyerValidation
Heartwood Pacific LLC,Hawaii County / Keaau,,https://www.buildzoom.com/contractor/heartwood-pacific-llc,(808) 327-6700,,https://www.buildzoom.com/contractor/heartwood-pacific-llc,BuildZoom public profile/cache appendix,Public contractor profile/category row; verify active 2026 fit and buy box by office call before promotion.,medium,Secondary append-only lead from existing LandFlip BuildZoom cache; not a validated buyer; business-facing contactUrl only.,buildzoom_cache_appendix,buyerValidation
Charles A Maciel,Hawaii County / Keaau,,https://www.buildzoom.com/contractor/charles-a-maciel,(951) 312-0408,,https://www.buildzoom.com/contractor/charles-a-maciel,BuildZoom public profile/cache appendix,Public contractor profile/category row; verify active 2026 fit and buy box by office call before promotion.,medium,Secondary append-only lead from existing LandFlip BuildZoom cache; not a validated buyer; business-facing contactUrl only.,buildzoom_cache_appendix,buyerValidation
