leadId,market,name,phone,email,website,contactName,buyBox,confidence
buyer:dorchester-sc:atk-construction,dorchester-sc,ATK Construction,,,,ATK Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",78
buyer:dorchester-sc:ragland-homes,dorchester-sc,Ragland Homes,,,,Ragland Homes,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",78
buyer:dorchester-sc:eastwood-homes,dorchester-sc,EASTWOOD HOMES,,,,EASTWOOD HOMES,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",73
buyer:dorchester-sc:jason-dandridge-dba-dandridge-construction,dorchester-sc,JASON DANDRIDGE dba DANDRIDGE CONSTRUCTION,,,,JASON DANDRIDGE dba DANDRIDGE CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",73
buyer:dorchester-sc:nextgen-homes-llc,dorchester-sc,NextGen Homes LLC,,,,NextGen Homes LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",68
buyer:dorchester-sc:rob-johnson-construction-llc,dorchester-sc,ROB JOHNSON CONSTRUCTION LLC,,,,ROB JOHNSON CONSTRUCTION LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",68
buyer:dorchester-sc:scott-vasko-dba-vaskos-quality-builders,dorchester-sc,Scott Vasko dba Vaskos Quality Builders,,,,Scott Vasko dba Vaskos Quality Builders,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",68
buyer:dorchester-sc:bobby-l-carter-jr-b-l-carter-construction,dorchester-sc,Bobby L. Carter Jr./B.L. CARTER CONSTRUCTION,,,,Bobby L. Carter Jr./B.L. CARTER CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",63
buyer:dorchester-sc:eastwood-construction-partners-llc-on-your-lot,dorchester-sc,Eastwood Construction Partners LLC (on your lot),,,,Eastwood Construction Partners LLC (on your lot),"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",63
buyer:dorchester-sc:allblue-home-services-llc,dorchester-sc,Allblue Home Services LLC,,,,Allblue Home Services LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:alpha-omega-constuction-llc-dba-capital-palmetto-builders,dorchester-sc,Alpha & Omega Constuction LLC dba Capital Palmetto Builders,,,,Alpha & Omega Constuction LLC dba Capital Palmetto Builders,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:bleu-oak-construction-group,dorchester-sc,Bleu Oak Construction Group,,,,Bleu Oak Construction Group,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:brian-whitsitt-dba-sea-island-residential,dorchester-sc,Brian Whitsitt dba Sea Island Residential,,,,Brian Whitsitt dba Sea Island Residential,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:david-c-canington-dba-tricity-construction,dorchester-sc,David C Canington dba TriCity Construction,,,,David C Canington dba TriCity Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:hunter-quinn-homes,dorchester-sc,Hunter Quinn Homes,,,,Hunter Quinn Homes,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:irvin-vollrath-dba-graceland-properties,dorchester-sc,Irvin Vollrath dba Graceland Properties,,,,Irvin Vollrath dba Graceland Properties,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:j-m-murray-construction,dorchester-sc,J M Murray Construction,,,,J M Murray Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:joseph-m-swails-dba-classic-construction,dorchester-sc,Joseph M Swails dba CLASSIC CONSTRUCTION,,,,Joseph M Swails dba CLASSIC CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:kelvin-kinnear-dba-k-man-inspections-and-home-improvements,dorchester-sc,Kelvin Kinnear dba K-Man Inspections and Home Improvements,,,,Kelvin Kinnear dba K-Man Inspections and Home Improvements,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:sejal-patel-dba-custom-homes-renovations-llc,dorchester-sc,Sejal Patel dba Custom Homes & Renovations LLC,,,,Sejal Patel dba Custom Homes & Renovations LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:teambuilt-construction-services,dorchester-sc,TeamBuilt Construction Services,,,,TeamBuilt Construction Services,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:wilson-walpole-dba-axis-construction-llc,dorchester-sc,Wilson Walpole dba Axis Construction LLC,,,,Wilson Walpole dba Axis Construction LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",58
buyer:dorchester-sc:15-n-atk-construction,dorchester-sc,15 N ATK Construction,,,,15 N ATK Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:americas-home-place,dorchester-sc,Americas Home Place,,,,Americas Home Place,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:amh-development-south-carolina-gc-llc-dba-american-homes-4-rent,dorchester-sc,AMH DEVELOPMENT SOUTH CAROLINA GC LLC dba AMERICAN HOMES 4 RENT,,,,AMH DEVELOPMENT SOUTH CAROLINA GC LLC dba AMERICAN HOMES 4 RENT,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:burish-builders-inc,dorchester-sc,Burish Builders INC,,,,Burish Builders INC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:canaday-custom-homes-llc,dorchester-sc,"Canaday Custom Homes, LLC",,,,"Canaday Custom Homes, LLC","Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:carolina-custom-homes-of-chas-inc,dorchester-sc,CAROLINA CUSTOM HOMES OF CHAS INC,,,,CAROLINA CUSTOM HOMES OF CHAS INC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:cb-murray-construction,dorchester-sc,CB MURRAY CONSTRUCTION,,,,CB MURRAY CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:cebs-custom-homes-llc,dorchester-sc,CEBS Custom Homes LLC,,,,CEBS Custom Homes LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:coastal-builders-and-consultants-llc,dorchester-sc,Coastal Builders and Consultants LLC,,,,Coastal Builders and Consultants LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:d-g-home-services-llc,dorchester-sc,"D & G HOME SERVICES,LLC",,,,"D & G HOME SERVICES,LLC","Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:daniel-l-morgan-dba-santee-home-improvements,dorchester-sc,DANIEL L. MORGAN dba SANTEE HOME IMPROVEMENTS,,,,DANIEL L. MORGAN dba SANTEE HOME IMPROVEMENTS,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:diamond-quality-construction-llc,dorchester-sc,Diamond Quality Construction LLC,,,,Diamond Quality Construction LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:edgewater-construction-services-llc,dorchester-sc,Edgewater Construction Services LLC,,,,Edgewater Construction Services LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:evan-stahl-dba-eas-homes,dorchester-sc,Evan Stahl dba EAS Homes,,,,Evan Stahl dba EAS Homes,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:germain-dr-lowcountry-home-builders,dorchester-sc,GERMAIN DR Lowcountry Home Builders,,,,GERMAIN DR Lowcountry Home Builders,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:home-sweet-home-renovations-and-construction,dorchester-sc,Home Sweet Home Renovations and Construction,,,,Home Sweet Home Renovations and Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:jack-james-greene-jr-dba-jr-greene-building-construction,dorchester-sc,Jack James Greene Jr dba JR Greene Building & Construction,,,,Jack James Greene Jr dba JR Greene Building & Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:james-dennis-dba-dennis-construction-inc,dorchester-sc,"James Dennis dba DENNIS CONSTRUCTION, INC.",,,,"James Dennis dba DENNIS CONSTRUCTION, INC.","Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:james-martino-duramax-construction,dorchester-sc,James Martino/Duramax Construction,,,,James Martino/Duramax Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:joel-richter-jr-royal-homes-inc,dorchester-sc,"JOEL RICHTER JR/ROYAL HOMES, INC",,,,"JOEL RICHTER JR/ROYAL HOMES, INC","Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:johnson-custom-home-builders-llc,dorchester-sc,Johnson Custom Home Builders LLC,,,,Johnson Custom Home Builders LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:keith-donahue-dba-k-construction-llc,dorchester-sc,Keith Donahue dba K Construction LLC,,,,Keith Donahue dba K Construction LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:lanell-t-willis-jw-construction-of-ridgeland-llc,dorchester-sc,Lanell T Willis/JW CONSTRUCTION OF RIDGELAND LLC,,,,Lanell T Willis/JW CONSTRUCTION OF RIDGELAND LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:michael-j-taylor-dba-taylor-coastal-construction-inc,dorchester-sc,"MICHAEL J TAYLOR dba TAYLOR COASTAL CONSTRUCTION, INC",,,,"MICHAEL J TAYLOR dba TAYLOR COASTAL CONSTRUCTION, INC","Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:myers-construction-llc,dorchester-sc,Myers Construction LLC,,,,Myers Construction LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:next-vision-development-services-llc,dorchester-sc,Next Vision Development Services LLC,,,,Next Vision Development Services LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:pineapple-express-construction-llc,dorchester-sc,Pineapple Express Construction LLC,,,,Pineapple Express Construction LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:platinum-homes-llc,dorchester-sc,Platinum Homes LLC,,,,Platinum Homes LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:robin-simmons-dba-woodland-builders,dorchester-sc,Robin Simmons dba Woodland Builders,,,,Robin Simmons dba Woodland Builders,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:ryan-m-barrett-barrett-construction-group-llc,dorchester-sc,Ryan M Barrett/Barrett Construction Group LLC,,,,Ryan M Barrett/Barrett Construction Group LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:southern-construction-inspection-llc,dorchester-sc,Southern Construction & Inspection LLC,,,,Southern Construction & Inspection LLC,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:t-l-construction,dorchester-sc,T L CONSTRUCTION,,,,T L CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:tadan-construction,dorchester-sc,TADAN CONSTRUCTION,,,,TADAN CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:tc-backer-construction-llc,dorchester-sc,"TC Backer Construction, LLC",,,,"TC Backer Construction, LLC","Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:terry-david-patoka-db-custom-homes,dorchester-sc,TERRY DAVID PATOKA/ DB Custom Homes,,,,TERRY DAVID PATOKA/ DB Custom Homes,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:timothy-james-sprinkle-in-a-pinch-construction-llc,dorchester-sc,Timothy James Sprinkle (In a pinch Construction LLC),,,,Timothy James Sprinkle (In a pinch Construction LLC),"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:williams-adams-adams-construction,dorchester-sc,WILLIAMS ADAMS/ ADAMS CONSTRUCTION,,,,WILLIAMS ADAMS/ ADAMS CONSTRUCTION,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
buyer:dorchester-sc:ztw-construction,dorchester-sc,ZTW Construction,,,,ZTW Construction,"Public Dorchester County permit signal only. Call builder to capture Berkeley/Dorchester/Charleston-edge lot buy box, flood-zone constraints, utility/access requirements, max dirt price, close speed, and assignment-title tolerance before seller sourcing.",53
