leadId,market,name,phone,email,website,contactName,buyBox,confidence
buyer:nashville-edge-tn:ashton-nashville-residential,nashville-edge-tn,ASHTON NASHVILLE RESIDENTIAL,,,,ASHTON NASHVILLE RESIDENTIAL,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:ole-south-properties-inc,nashville-edge-tn,OLE SOUTH PROPERTIES INC,,,,OLE SOUTH PROPERTIES INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:jcl-construction-llc,nashville-edge-tn,JCL CONSTRUCTION LLC,,,,JCL CONSTRUCTION LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:cobalt-ventures-llc,nashville-edge-tn,COBALT VENTURES LLC,,,,COBALT VENTURES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:meritage-homes,nashville-edge-tn,Meritage Homes,,,,Meritage Homes,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:fineman-construction-inc,nashville-edge-tn,FINEMAN CONSTRUCTION INC,,,,FINEMAN CONSTRUCTION INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:pulte-homes-tn-lp,nashville-edge-tn,PULTE HOMES TN LP,,,,PULTE HOMES TN LP,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:build-trust-homes-llc,nashville-edge-tn,BUILD TRUST HOMES LLC,,,,BUILD TRUST HOMES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:weekley-homes-llc,nashville-edge-tn,WEEKLEY HOMES LLC,,,,WEEKLEY HOMES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:craighead-development-llc,nashville-edge-tn,CRAIGHEAD DEVELOPMENT LLC,,,,CRAIGHEAD DEVELOPMENT LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:lennar-homes-of-tennessee-llc,nashville-edge-tn,LENNAR HOMES OF TENNESSEE LLC,,,,LENNAR HOMES OF TENNESSEE LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:paragon-group-llc,nashville-edge-tn,PARAGON GROUP LLC,,,,PARAGON GROUP LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:avenue-construction-llc,nashville-edge-tn,AVENUE CONSTRUCTION LLC,,,,AVENUE CONSTRUCTION LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:may-construction-tn-llc,nashville-edge-tn,MAY CONSTRUCTION TN LLC,,,,MAY CONSTRUCTION TN LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:southern-edge-construction-llc,nashville-edge-tn,SOUTHERN EDGE CONSTRUCTION LLC,,,,SOUTHERN EDGE CONSTRUCTION LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:david-weekley-homes,nashville-edge-tn,David Weekley Homes,,,,David Weekley Homes,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:epg-construction-inc,nashville-edge-tn,EPG CONSTRUCTION INC,,,,EPG CONSTRUCTION INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:steadfast-group-llc,nashville-edge-tn,STEADFAST GROUP LLC,,,,STEADFAST GROUP LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:build-nashville-llc,nashville-edge-tn,BUILD NASHVILLE LLC,,,,BUILD NASHVILLE LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:m-y-construction-llc,nashville-edge-tn,M & Y CONSTRUCTION LLC,,,,M & Y CONSTRUCTION LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:century-communities-of-tn,nashville-edge-tn,Century Communities of TN,,,,Century Communities of TN,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:harpeth-valley-homes-llc,nashville-edge-tn,HARPETH VALLEY HOMES LLC,,,,HARPETH VALLEY HOMES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:paros-group-llc,nashville-edge-tn,PAROS GROUP LLC,,,,PAROS GROUP LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:patterson-company-llc,nashville-edge-tn,PATTERSON COMPANY LLC,,,,PATTERSON COMPANY LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:premier-construction,nashville-edge-tn,Premier construction,,,,Premier construction,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:rutherford-contractors-group-llc,nashville-edge-tn,RUTHERFORD CONTRACTORS GROUP LLC,,,,RUTHERFORD CONTRACTORS GROUP LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:building-masters-llc,nashville-edge-tn,BUILDING MASTERS LLC,,,,BUILDING MASTERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:clear-creek-holdings-llc,nashville-edge-tn,CLEAR CREEK HOLDINGS LLC,,,,CLEAR CREEK HOLDINGS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:mi-homes-of-nashville,nashville-edge-tn,MI Homes of Nashville,,,,MI Homes of Nashville,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:superior-capital-llc,nashville-edge-tn,Superior Capital LLC,,,,Superior Capital LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:dakota-capital-properties-llc,nashville-edge-tn,DAKOTA CAPITAL PROPERTIES LLC,,,,DAKOTA CAPITAL PROPERTIES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:haven-builders-llc,nashville-edge-tn,HAVEN BUILDERS LLC,,,,HAVEN BUILDERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:jones-construction-dwayne-mark-jones-dba,nashville-edge-tn,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",,,,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA","Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:mi-homes-of-nashville-llc,nashville-edge-tn,"MI Homes of Nashville, LLC",,,,"MI Homes of Nashville, LLC","Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:paran-homes-llc,nashville-edge-tn,PARAN HOMES LLC,,,,PARAN HOMES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:vastland-northcrest-development-llc,nashville-edge-tn,VASTLAND NORTHCREST DEVELOPMENT LLC,,,,VASTLAND NORTHCREST DEVELOPMENT LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:affordable-building-concepts,nashville-edge-tn,Affordable Building Concepts,,,,Affordable Building Concepts,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:kcg-homes-llc,nashville-edge-tn,KCG HOMES LLC,,,,KCG HOMES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:urban-development-group-llc,nashville-edge-tn,Urban Development Group LLC,,,,Urban Development Group LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:ashton-woods-homes,nashville-edge-tn,Ashton Woods Homes,,,,Ashton Woods Homes,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:bubis-building-company-llc,nashville-edge-tn,BUBIS BUILDING COMPANY LLC,,,,BUBIS BUILDING COMPANY LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:durante-companies-inc,nashville-edge-tn,DURANTE COMPANIES INC,,,,DURANTE COMPANIES INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:trimark-builders-llc,nashville-edge-tn,TRIMARK BUILDERS LLC,,,,TRIMARK BUILDERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:craftlogic-construction-inc,nashville-edge-tn,CRAFTLOGIC CONSTRUCTION INC,,,,CRAFTLOGIC CONSTRUCTION INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:elliott-development-llc,nashville-edge-tn,ELLIOTT DEVELOPMENT LLC,,,,ELLIOTT DEVELOPMENT LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:jackson-builders,nashville-edge-tn,Jackson Builders,,,,Jackson Builders,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:jadore-luxury-homes-llc,nashville-edge-tn,JADORE LUXURY HOMES LLC,,,,JADORE LUXURY HOMES LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:orange-grove-home-builders-llc,nashville-edge-tn,"ORANGE GROVE HOME BUILDERS, LLC",,,,"ORANGE GROVE HOME BUILDERS, LLC","Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:progressive-development-llc,nashville-edge-tn,PROGRESSIVE DEVELOPMENT LLC,,,,PROGRESSIVE DEVELOPMENT LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:true-north-developers-llc,nashville-edge-tn,TRUE NORTH DEVELOPERS LLC,,,,TRUE NORTH DEVELOPERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",100
buyer:nashville-edge-tn:aghabee-general-contractors,nashville-edge-tn,Aghabee General Contractors,,,,Aghabee General Contractors,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:art-building-inc,nashville-edge-tn,ART BUILDING INC,,,,ART BUILDING INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:dignity-llc,nashville-edge-tn,DIGNITY LLC,,,,DIGNITY LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:elite-constructors-inc,nashville-edge-tn,ELITE CONSTRUCTORS INC,,,,ELITE CONSTRUCTORS INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:jackson-builders-llc,nashville-edge-tn,JACKSON BUILDERS LLC,,,,JACKSON BUILDERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:red-seal-construction-corp,nashville-edge-tn,RED SEAL CONSTRUCTION CORP,,,,RED SEAL CONSTRUCTION CORP,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:standard-stick-company-llc,nashville-edge-tn,STANDARD STICK COMPANY LLC,,,,STANDARD STICK COMPANY LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:timo6-llc,nashville-edge-tn,TIMO6 LLC,,,,TIMO6 LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",98
buyer:nashville-edge-tn:canaan-builders,nashville-edge-tn,CANAAN BUILDERS,,,,CANAAN BUILDERS,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",94
buyer:nashville-edge-tn:d-m-development-llc,nashville-edge-tn,D+M Development LLC,,,,D+M Development LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",94
buyer:nashville-edge-tn:infinium-builders-llc,nashville-edge-tn,INFINIUM BUILDERS LLC,,,,INFINIUM BUILDERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",94
buyer:nashville-edge-tn:inspiration-builders-llc,nashville-edge-tn,INSPIRATION BUILDERS LLC,,,,INSPIRATION BUILDERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",94
buyer:nashville-edge-tn:space-construction-llc,nashville-edge-tn,SPACE CONSTRUCTION LLC,,,,SPACE CONSTRUCTION LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",94
buyer:nashville-edge-tn:united-veterans-construction-inc,nashville-edge-tn,UNITED VETERANS CONSTRUCTION INC,,,,UNITED VETERANS CONSTRUCTION INC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",94
buyer:nashville-edge-tn:artisan-build-construct-llc,nashville-edge-tn,ARTISAN BUILD CONSTRUCT LLC,,,,ARTISAN BUILD CONSTRUCT LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",90
buyer:nashville-edge-tn:hometown-construction-j-core-properties-llc-dba,nashville-edge-tn,"HOMETOWN CONSTRUCTION, J CORE PROPERTIES LLC DBA",,,,"HOMETOWN CONSTRUCTION, J CORE PROPERTIES LLC DBA","Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",90
buyer:nashville-edge-tn:j-core-properties-llc-dba-phillips-builders-llc,nashville-edge-tn,J CORE PROPERTIES LLC DBA PHILLIPS BUILDERS LLC,,,,J CORE PROPERTIES LLC DBA PHILLIPS BUILDERS LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",90
buyer:nashville-edge-tn:mch-construction-of-tn-llc,nashville-edge-tn,MCH CONSTRUCTION OF TN LLC,,,,MCH CONSTRUCTION OF TN LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",90
buyer:nashville-edge-tn:mclean-construction-company,nashville-edge-tn,MCLEAN CONSTRUCTION COMPANY,,,,MCLEAN CONSTRUCTION COMPANY,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",90
buyer:nashville-edge-tn:offerplate-llc,nashville-edge-tn,OFFERPLATE LLC,,,,OFFERPLATE LLC,"Public Metro Nashville/Davidson County residential new-building permit signal only. Call builder to capture exact Nashville-edge land buy box, lot size, max dirt price, close speed, utilities/access constraints, slope/flood/infill deal killers, and acquisitions contact before seller sourcing.",90
